id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
20703,2025-06-07,2699,53,7,6,,285.42,64471.2
20704,2025-10-13,150,6,8,1,,67.13,25340.77
20707,2025-11-19,1045,1,3,4,,196.02,59280.59
20708,2025-03-19,1435,51,12,3,,155.28,54871.03
20711,2025-09-18,312,23,6,8,,411.5,244209.69
20713,2025-11-18,2750,55,14,8,1624.62,251.85,
20716,2025-05-23,1241,33,2,3,,,167555.75
20717,2026-01-03,392,48,2,6,215.92,14.34,
20720,,2039,59,10,3,315.15,50.6,
20721,2025-03-29,1841,52,4,12,653.9,43.92,
20722,,683,15,7,1,854.59,208.31,87411.85
20724,2025-08-24,781,78,9,6,,292.81,121306.4
20727,2025-01-11,228,34,9,8,,,96053.73
20728,,139,2,5,10,,173.06,176322.6
20729,2025-11-23,1298,28,5,1,1189.16,,55485.3
20730,,555,54,1,10,811.45,144.49,98856.36
20732,2025-05-20,1732,44,2,4,,102.64,
20733,2025-10-12,2326,55,7,1,653.76,116.32,
20734,2025-08-27,1933,68,1,10,,,48472.5
20737,2025-07-09,707,74,7,1,,,161461.37
20738,2026-01-18,1388,16,2,2,,33.3,73940.65
20741,2025-05-05,2585,19,12,6,684.54,134.56,
20742,2025-01-11,860,19,10,11,173.33,8.82,
20743,2025-08-08,1552,70,6,11,,,82645.17
20746,2025-12-02,96,79,11,1,,,23954.11
20747,2025-09-12,1796,29,12,3,,42.44,
20748,2025-12-07,2952,42,5,2,1514.2,218.77,
20749,2025-09-01,1836,66,8,11,1540.82,84.55,
20750,,1831,12,14,12,1213.42,75.06,157613.43
20754,2025-08-27,2370,5,1,9,,253.39,
20757,,2083,58,14,1,1541.31,119.16,70717.25
20758,,2610,20,8,3,1108.95,,202876.86
20759,,611,1,12,3,1259.85,175.53,155219.34
20760,,2083,11,3,11,1716.73,183.85,108044.22
20764,2025-12-14,1115,15,12,12,1353.33,,140135.54
20765,2025-05-08,451,64,6,1,,,11129.69
20769,2025-01-28,2813,15,9,6,1436.14,,72306.72
20770,2025-06-02,2952,50,8,8,,65.84,51219.77
20771,2025-05-13,2396,69,11,10,259.65,19.83,
20772,2026-01-06,1094,73,12,2,1453.04,282.33,
20773,2025-06-15,562,50,1,6,,128.25,54661.49
20775,,1540,78,3,1,1682.96,259.15,39005.17
20777,2025-10-12,2105,26,15,9,146.62,25.27,
20778,,1793,51,11,3,399.42,84.0,21752.07
20779,2025-03-15,2467,74,4,1,1313.13,,213301.17
20780,,2441,38,11,5,205.9,20.11,28826.53
20781,2025-02-22,2502,10,15,10,1807.88,,217342.13
20782,2025-03-11,901,37,9,1,,46.29,78798.26
20783,2025-11-11,1078,64,3,11,,167.98,34406.95
20784,,1477,19,6,8,,397.4,233095.88
20785,2025-09-08,296,73,7,9,,26.18,48700.94
20786,2025-07-29,3566,49,15,7,1716.37,406.67,
20788,2025-11-15,1954,70,2,3,,58.28,
20789,2025-06-27,1080,46,8,8,778.3,92.34,
20790,,2414,54,8,1,256.4,61.52,17844.45
20791,,2766,58,7,5,1957.45,199.56,118335.89
20794,2026-02-12,188,49,4,4,1834.23,156.14,
20796,2025-07-17,2249,4,10,1,,35.18,5905.63
20797,2025-04-02,243,65,4,5,1852.3,,76421.87
20798,2025-04-02,1729,58,11,10,,,79391.03
20799,2026-01-16,1082,58,10,10,1920.7,,
20800,2025-09-12,120,8,14,8,1445.82,,215728.69
20802,2025-11-23,1310,1,3,4,,,223651.47
20803,2025-09-06,1480,38,9,3,1950.94,,40792.04
20804,2025-02-03,1073,61,8,1,114.53,,21432.95
20805,2025-08-15,2594,59,6,1,1953.33,162.44,
20806,,2012,9,3,6,1149.43,180.17,120569.83
20807,2025-01-07,1465,36,2,8,1785.33,,91361.46
20808,2025-06-08,3804,73,5,11,,76.94,
20810,2025-04-10,1759,26,7,2,,,68333.07
20811,2026-02-01,2497,55,7,6,,196.85,
20812,2025-07-28,2269,40,4,10,483.55,,49107.02
20813,2025-06-22,1701,67,10,2,,,281483.49
20814,,1690,41,14,11,1343.59,132.84,167775.27
20815,2025-12-21,2428,4,10,9,1445.66,,99206.1
20816,2026-02-08,1035,30,9,8,1069.39,224.79,
20818,2025-12-06,2341,56,4,8,,,118835.11
20820,,967,9,5,10,1188.1,113.38,42018.2
20821,,854,45,5,11,506.35,72.21,11631.68
20822,2025-05-12,3613,39,1,4,888.58,69.56,
20823,2025-01-25,419,20,9,3,701.0,,
20829,,1281,12,15,8,961.77,,88516.33
20831,2025-08-06,517,80,8,10,,,156178.85
20834,,2940,79,12,9,897.78,220.23,93869.97
20835,2025-01-31,743,69,5,11,1016.17,,142458.46
20841,,1380,59,4,4,1771.86,,220885.37
20842,2025-02-15,2138,51,8,7,221.01,36.53,
20846,,349,39,7,8,635.8,,16849.96
20847,2025-03-10,163,67,15,7,,453.38,42826.54
20849,2025-10-13,1355,68,5,11,199.72,,16828.4
20850,2025-05-16,695,64,11,6,,68.19,50596.82
20851,2025-02-03,890,7,12,1,797.27,110.26,
20852,2025-10-04,795,18,3,1,,48.77,
20853,,3769,64,14,6,1538.18,94.1,298487.31
20855,2025-04-19,1698,48,10,5,,96.79,272765.83
20861,,1386,13,5,9,1826.48,,280620.51
20863,2025-11-26,3767,56,12,9,,138.93,55348.18
20864,,557,16,8,7,459.74,,
20865,2025-11-07,2504,78,1,9,638.8,85.09,
20866,2025-04-16,1037,26,7,4,,,
20867,2025-11-23,2224,78,1,8,683.49,,106648.66
20868,2025-04-28,2695,22,4,6,,229.72,57693.27
20869,2026-01-12,2607,45,6,12,,,35822.18
20870,,2067,7,15,10,834.51,,135817.55
20871,2025-10-02,3561,48,1,4,,56.33,
20872,2025-07-10,425,27,1,7,629.75,,
20873,2025-05-06,1520,56,15,12,210.06,39.34,
20874,2026-02-17,1475,12,6,5,964.02,,114382.94
20879,2025-11-15,1313,27,10,11,245.95,,
20881,2025-07-01,100,42,1,2,,126.64,176874.29
20883,2026-01-24,399,30,9,7,325.63,,47368.61
20889,,2813,56,7,3,,140.66,148555.68
20891,2025-09-27,89,17,8,7,1069.92,222.32,
20892,,530,75,3,6,,155.19,161395.94
20895,2026-02-06,2451,32,7,5,,210.53,140648.88
20897,2025-02-05,1441,43,12,3,1517.57,,282396.16
20898,2025-07-13,1833,59,15,4,,152.05,227490.19
20904,2025-02-28,2203,32,9,5,,10.22,6931.11
20905,2025-12-18,1806,37,2,2,800.94,151.23,
20906,2025-12-30,593,4,8,10,964.61,202.15,
20911,2025-07-28,182,70,11,12,,277.7,65827.48
20912,2025-06-16,469,25,6,7,193.12,25.58,
20913,2025-03-29,37,40,11,4,330.54,,29498.63
20915,2025-11-13,2609,48,8,10,1989.61,,188013.64
20917,2025-09-09,990,4,9,8,0.0,112.9,
20918,2026-01-19,2552,13,2,9,,33.41,27608.33
20920,2025-01-24,356,28,9,11,175.08,,3925.47
20921,2025-04-21,2114,55,9,7,1874.12,209.76,
20925,2025-01-08,2733,17,13,4,1957.57,,244970.32
20927,,2164,67,1,7,1090.46,62.54,
20930,2025-07-11,176,71,1,8,122.95,7.32,
20932,2025-07-31,1271,22,8,5,336.15,,53435.75
20936,2025-03-08,1624,25,1,3,1219.07,77.71,
20937,,868,13,13,12,,,45955.95
20941,,2921,45,4,12,,224.68,290445.78
20943,2026-11-02,2269,5,4,12,1285.22,,51140.3
20944,2025-03-29,855,24,6,3,,139.57,
20947,2025-10-17,1682,61,4,6,1805.77,,
20948,2025-07-08,1527,33,3,3,,161.38,72364.53
20951,2025-02-28,1092,64,4,7,,126.55,
20952,2025-07-20,574,69,13,8,485.45,,47558.5
20957,2025-08-17,2924,44,13,1,,260.27,261985.37
20958,2025-11-08,2425,80,11,4,1232.48,150.54,
20959,2025-09-22,2287,15,15,6,1964.59,,375466.52
20960,,896,42,9,1,557.89,111.8,58753.66
20961,2025-12-22,460,18,14,4,1291.09,,188017.71
20963,2025-11-20,32,16,7,9,,126.53,171084.85
20964,,814,75,3,10,328.22,,44060.86
20965,2025-03-10,1896,96,8,7,,144.02,
20967,2025-03-03,2934,12,8,1,490.2,85.07,
20969,2025-08-21,2893,31,7,7,,,
20972,2026-01-27,2561,62,10,10,,,62007.74
20974,2025-10-09,654,6,8,2,1070.7,,
20975,2025-06-19,2943,66,13,8,1657.08,300.01,
20976,2025-09-13,1134,26,6,2,,102.41,85230.44
20978,2025-12-10,55,2,6,9,503.33,27.39,
20980,2026-02-19,1356,31,8,3,,183.19,
20983,,2130,16,1,11,977.21,194.61,171844.07
20984,2025-05-19,516,72,13,10,1697.79,104.26,
20986,2025-01-18,830,2,11,7,662.17,102.49,
20987,,83,58,14,9,,13.93,5030.98
20988,2025-07-19,1958,78,4,8,,146.71,107382.52
20991,2025-03-03,2644,18,13,3,,21.48,
20992,2025-09-25,758,25,5,5,1709.76,,111485.58
20993,2025-02-23,1794,31,5,6,,28.36,8625.88
20994,2025-03-28,59,64,4,5,,,
20996,2026-01-21,2285,73,14,11,1145.94,190.32,
20997,2025-08-15,103,51,11,5,1930.73,443.49,
20998,2025-08-04,2624,43,10,3,428.78,,30294.48
20999,2026-02-01,2491,55,13,8,1519.5,303.22,
21000,2025-11-28,279,63,1,1,,133.57,56516.15
21001,2025-03-11,923,77,15,4,,72.7,
21004,2026-01-31,2346,60,12,1,,42.79,13202.13
21008,2025-06-12,318,67,7,8,,242.7,277946.89
21013,2025-06-28,705,33,5,4,909.56,1498.6,
21015,2025-01-18,2484,31,5,12,1905.61,,220379.97
21017,2025-05-21,2423,19,9,3,,81.85,
21018,2025-01-28,1139,79,11,2,,192.27,
21019,2025-10-13,261,15,15,6,1357.49,,226211.06
21021,2026-01-01,150,41,7,11,688.35,,
21022,2025-08-19,2883,31,3,10,1549.08,111.4,
21025,2025-11-11,371,62,6,8,634.05,,14835.76
21028,2026-02-17,81,74,11,2,1058.1,183.49,
21029,2025-03-29,2583,63,4,4,,247.9,272183.24
21030,2026-02-10,1441,44,2,3,606.51,,106132.63
21031,2025-02-12,2893,55,8,12,1797.06,,358147.76
21032,,879,67,6,5,1713.94,294.66,64740.13
21036,2025-06-10,1226,10,9,6,711.72,95.64,
21038,2025-10-06,2389,61,6,7,,1924.18,127722.08
21039,,2756,20,4,4,1291.16,70.7,214353.73
21040,2025-09-12,1513,69,15,9,182.38,,
21041,2026-02-12,2767,72,10,4,173.91,9.89,
21044,2025-08-26,632,59,8,9,1746.45,,51187.91
21045,2025-11-21,2049,41,13,2,937.33,190.17,
21046,2025-11-19,818,62,9,8,1772.26,,
21050,2026-05-01,1514,44,2,12,,2725.83,
21053,2025-03-29,136,29,8,2,514.47,48.52,
21054,2025-01-31,2944,36,5,6,217.65,,26613.07
21055,2025-08-10,1405,53,5,3,479.38,44.26,
21056,2026-01-24,2806,10,2,11,1141.2,,223127.64
21057,2025-03-25,757,5,5,8,1084.92,70.52,
21059,2025-08-11,1601,26,12,4,680.03,48.39,
21060,2025-11-19,592,63,9,8,,,209859.37
21062,2025-10-15,2229,40,13,6,1481.5,,56967.51
21063,2025-05-09,444,46,4,10,,144.08,
21065,2025-10-12,1350,49,1,4,641.64,,
21070,2025-09-02,2614,77,7,4,1315.17,223.75,
21072,2025-01-15,2088,54,2,8,,,68142.39
21075,2025-10-11,420,40,11,1,,326.71,281684.96
21077,,2920,54,13,7,,207.17,84643.33
21083,2025-04-15,533,15,5,8,1365.5,132.15,
21085,2025-11-25,2042,9,2,5,,,94231.23
21086,2025-05-19,857,65,12,2,927.32,202.56,
21089,2025-11-17,2890,69,15,7,,26.13,12826.02
21091,2025-02-23,1976,75,4,4,1540.86,83.65,
21092,2026-02-12,270,42,7,9,,137.47,73903.9
21094,,2392,67,13,11,1362.32,,
21095,2025-12-10,1031,21,9,8,754.66,,41619.61
21096,2025-06-05,1884,63,8,6,1208.56,244.69,
21097,2025-09-04,1112,42,6,6,1844.78,,191004.43
21100,,1227,16,9,12,,74.28,
21103,2025-11-10,604,49,6,6,,114.1,66962.45
21104,,2069,79,11,10,703.79,143.28,
21105,2025-07-24,1076,67,10,3,,130.46,82888.62
21106,2025-12-25,2789,43,13,10,1020.42,72.39,
21108,,1676,75,12,6,305.66,27.72,16354.69
21110,2025-11-19,141,64,14,10,,398.2,345994.0
21114,2025-05-18,2760,39,14,11,,326.0,244325.42
21116,2025-02-12,2160,4,2,4,101.46,,5825.52
21117,2026-07-01,122,17,14,10,1887.71,378.64,
21118,2025-06-23,1133,69,2,10,452.66,35.73,
21122,2025-06-02,1651,41,12,11,625.36,,43438.68
21126,2025-10-15,2648,55,2,9,418.53,,24916.8
21127,2025-11-21,436,31,4,12,184.58,312.0,
21129,2025-04-03,1176,70,9,3,,252.78,66710.76
21130,2025-02-07,540,11,14,4,,,138976.63
21131,2025-12-09,458,23,13,11,1631.25,,191681.97
21132,2025-08-20,2918,19,2,9,1769.75,,326704.07
21136,2025-12-02,795,71,12,12,1729.03,,94133.53
21140,,784,14,8,11,594.58,53.14,114693.29
21141,2025-09-11,3886,74,7,4,,182.9,108191.62
21143,2025-02-01,836,19,13,10,,182.73,201151.04
21145,,2102,76,1,1,261.26,53.99,48302.82
21148,2025-02-07,2847,59,3,10,1941.96,108.02,
21150,,2490,75,12,4,432.35,59.36,37347.1
21151,2025-04-07,1788,41,6,8,1744.5,369.82,
21152,2025-10-09,1901,2,9,12,1623.61,,145680.98
21153,2025-08-13,2925,46,10,4,156.02,,24343.23
21155,,2603,29,3,4,898.99,166.87,
21157,2025-05-15,445,17,11,12,,204.84,183013.45
21162,2025-03-12,2940,7,3,9,1161.82,223.16,
21164,2025-05-07,2833,72,2,11,,87.76,
21167,2025-03-07,2063,44,14,2,,97.06,78002.82
21168,2025-04-05,2681,47,6,3,,270.2,141648.61
21169,2025-04-20,1245,34,9,11,747.28,,18976.21
21170,2025-12-19,104,73,6,5,342.39,,21970.65
21171,2025-05-28,2526,78,15,7,,382.02,49981.37
21174,2025-12-12,778,24,13,9,1249.37,,66811.94
21176,2025-02-05,2033,28,5,7,,108.64,
21177,2025-05-24,1433,74,11,3,,,39665.87
21179,,331,3,12,4,1707.5,353.05,161272.88
21180,,919,27,9,5,1072.16,246.87,21733.84
21181,2025-02-11,2081,7,7,12,,38.35,
21182,,935,24,14,8,352.46,53.72,57926.88
21183,2025-09-25,892,40,14,9,1102.36,,
21186,2025-07-07,160,64,3,9,857.72,112.02,
21188,2025-10-02,1112,13,4,6,1589.44,,85236.18
21189,2025-02-04,1026,12,9,10,,58.96,63610.48
21191,,2741,20,3,4,355.18,67.83,42175.34
21193,2025-06-25,158,4,9,6,,126.43,191144.22
21194,2025-04-26,1417,73,8,10,1795.0,,280935.83
21196,2025-11-01,1874,42,9,7,,11.52,
21201,,2710,18,6,5,130.97,,7458.97
21202,2025-05-17,1606,78,3,10,714.56,158.29,
21203,2025-10-28,2672,10,15,2,914.28,,157550.67
21204,2025-10-21,531,37,11,3,663.53,153.26,
21205,2025-08-03,2286,46,6,10,1072.47,89.24,
21207,2025-08-20,2897,2,7,10,853.25,95.83,
21208,2025-08-10,1896,31,10,3,747.87,,140437.88
21210,2025-12-17,349,32,3,5,,63.96,45203.77
21211,2025-04-20,1250,71,3,8,91.83,19.07,
21214,2025-05-31,1966,79,2,5,587.4,,98346.18
21215,2025-10-28,1303,14,10,10,,,105203.41
21217,2025-04-10,1924,50,9,9,907.57,85.99,
21218,2025-11-10,615,70,10,8,,26.75,10851.37
21219,2025-05-29,1616,14,4,2,187.14,,18664.74
21224,,1321,5,7,11,71.09,,7999.08
21227,2025-07-07,1093,15,6,3,,,64710.17
21232,2025-06-01,809,59,13,4,,71.51,
21233,2025-07-21,2324,27,14,3,,130.38,107147.43
21234,2025-08-09,1473,56,13,11,1504.11,357.41,
21236,2025-01-08,811,51,2,4,123.29,8.26,
21239,2025-07-14,783,29,11,2,1437.85,261.92,
21241,,582,23,2,3,1005.66,135.79,59527.66
21247,2025-04-15,2406,40,5,3,265.64,,36146.47
21249,2026-02-01,310,25,5,4,1310.42,94.68,
21250,2026-02-03,2573,61,8,4,,6.52,
21251,,105,5,9,8,1216.49,188.82,107625.02
21252,2025-10-26,434,12,11,2,384.64,72.58,
21255,2025-12-01,2842,10,14,8,1915.97,,109458.79
21258,2025-12-08,977,45,6,6,1002.82,129.15,
21259,,586,2,2,3,102.24,20.72,18956.38
21261,2025-10-02,163,63,13,12,,132.2,55334.96
21262,,2173,26,10,7,957.91,112.77,
21263,2026-01-03,2155,60,6,6,1929.16,321.77,
21264,2025-07-07,2970,101,2,7,,25.04,37531.3
21265,2025-02-06,2790,40,4,3,1894.93,388.39,
21266,2025-08-22,2779,14,13,1,1338.71,182.85,
21274,2025-09-03,2474,50,4,6,,76.36,
21275,2025-10-19,2189,76,1,9,1993.77,,
21277,2026-02-01,962,49,15,5,1087.05,266.78,
21278,2025-02-13,1057,60,4,5,1365.97,,71148.73
21280,2026-01-25,1830,51,10,5,1773.52,288.38,
21281,2025-06-15,687,14,8,9,,233.54,126876.25
21284,2025-07-25,497,60,9,11,1820.32,,222605.04
21290,2025-05-01,2192,32,10,10,,118.75,83850.45
21291,2025-06-25,2212,51,11,12,1800.16,,
21292,2025-05-09,1158,32,7,9,,60.42,167593.69
21293,2025-07-06,26,40,3,8,,147.7,225306.63
21299,2026-02-14,2608,71,6,10,754.58,39.57,
21300,2025-04-10,1694,58,2,2,1822.84,,348087.44
21305,2025-04-09,1283,34,13,3,,78.09,
21310,,2655,61,10,10,1772.73,280.0,213973.0
21312,2025-11-03,345,57,7,2,,,39258.98
21313,2025-10-06,75,13,7,6,539.8,40.02,
21314,2025-04-12,490,52,13,12,,190.3,90158.96
21316,2026-06-02,127,20,14,11,620.07,71.38,
21318,,1828,75,4,12,,17.05,26051.85
21319,,898,46,5,8,1992.75,359.15,197157.91
21320,2025-08-17,425,95,2,7,,,21103.17
21325,2025-05-21,78,28,1,9,963.59,,102394.27
21331,,552,25,14,5,1553.74,178.73,158115.92
21334,,1924,45,2,10,91.44,13.33,16306.09
21336,2025-03-06,1085,58,8,8,1859.05,,
21339,2025-11-02,2697,14,14,1,,206.65,176097.03
21340,2025-09-30,2739,32,13,9,,149.52,64631.19
21341,,773,44,5,2,1334.01,136.03,253967.5
21343,2025-03-12,938,80,5,3,1699.49,,
21344,2025-06-17,1678,64,3,10,676.86,134.02,
21345,,1717,73,7,6,1829.29,94.4,79368.21
21346,2026-01-21,2367,1,12,11,1628.05,,
21348,2025-07-24,2489,49,8,12,1137.47,,173171.56
21349,2026-02-13,336,56,11,9,,80.3,35769.99
21350,,2025,8,8,10,1839.34,262.57,324151.46
21351,2025-10-09,136,36,4,11,1075.66,,28166.76
21352,2025-10-22,2202,56,2,12,1115.57,258.69,
21354,2025-10-19,1220,21,8,7,119.1,18.58,
21355,2025-12-02,976,20,9,3,,148.5,
21357,2025-10-27,2515,56,11,7,1651.06,254.44,
21358,2025-08-16,2838,57,5,4,,366.38,
21360,2026-01-28,2969,9,1,4,830.92,84.27,
21362,,1453,29,12,2,1366.83,144.44,131218.04
21364,2025-01-24,1919,56,9,5,311.82,,24859.46
21367,2025-01-03,1868,74,7,12,,30.04,
21368,2025-08-10,1943,59,14,8,1082.74,,28986.67
21371,2025-11-17,772,75,2,11,357.6,80.2,
21374,2025-10-04,2255,73,7,6,1871.4,162.24,
21375,2025-12-26,2653,36,1,1,1513.61,,
21376,,1090,31,11,12,1336.28,289.03,95975.5
21378,,2851,16,7,1,1132.67,89.76,139206.93
21379,2025-12-17,3667,52,10,5,,222.29,37318.12
21380,2025-12-20,2385,13,3,7,,219.77,
21386,2025-08-11,121,79,1,3,1148.57,89.06,
21387,2025-03-14,455,38,5,6,1731.87,,
21388,2025-03-23,3829,59,7,11,-686.69,,51955.92
21390,2025-01-11,437,47,3,12,569.38,,86577.02
21392,2025-10-20,2109,64,9,12,,24.05,15919.75
21394,2025-01-30,1777,8,10,4,,58.89,48830.61
21395,,1466,55,4,8,1141.09,107.04,222006.95
21397,2025-07-13,1650,43,9,10,,325.28,47486.29
21398,2025-02-28,1163,52,6,11,94.29,11.26,
21399,2025-02-18,1760,30,14,6,,265.98,110610.29
21400,2025-08-26,1437,74,7,10,1326.37,,151656.83
21401,2025-01-06,2457,30,5,11,428.76,,54642.41
21402,2025-06-11,2442,11,10,11,,54.81,133578.17
21403,,1406,23,3,3,,,124511.26
21404,,1740,53,12,1,1384.81,,76358.11
21405,2025-03-31,300,39,7,1,206.2,37.41,
21406,,2897,68,14,4,455.6,101.03,70118.83
21407,,2362,61,3,12,1730.71,255.69,
21409,2025-10-13,938,49,1,7,,421.59,250962.35
21411,,347,72,10,11,1989.88,,
21415,2025-06-29,1968,24,5,6,1409.12,,241845.88
21416,2025-11-30,1305,39,3,7,,,270513.61
21417,2025-08-07,3537,57,11,4,1686.61,402.84,
21419,2025-06-29,1529,75,10,2,1451.53,117.46,
21420,2025-11-23,1749,16,5,1,1476.62,203.29,
21421,,2360,6,2,6,1049.11,,82051.69
21422,2025-10-19,362,78,10,10,,50.31,100629.58
21427,2025-02-23,1411,50,11,10,1549.62,,274122.62
21431,,1163,62,4,3,1143.96,131.31,151040.7
21432,2025-01-19,637,51,10,4,510.1,,40278.53
21436,2025-01-20,527,53,7,2,220.52,,13344.42
21440,2025-03-22,1476,65,1,8,70.06,11.68,
21445,2025-08-30,1280,32,4,1,684.12,131.84,
21447,2025-05-08,429,3,9,7,,,
21449,2025-09-19,906,74,8,10,1381.62,249.27,
21452,2025-12-14,2385,57,15,2,515.03,,47480.75
21453,2025-03-27,1044,43,9,4,1166.28,,59307.89
21455,2025-05-29,1648,64,8,8,,133.13,
21456,2025-09-05,1410,79,2,8,1710.27,,91358.51
21457,2025-03-25,2175,40,6,1,840.46,,42640.64
21458,2025-06-22,3811,58,5,11,374.29,,
21459,,1751,20,9,5,295.7,72.63,6658.83
21460,2025-01-01,1893,21,9,10,,170.91,54549.47
21463,2025-04-14,2329,111,12,3,334.54,69.72,
21464,2025-01-26,1257,57,6,1,1630.14,204.05,
21465,2025-12-09,1633,48,4,10,,198.7,24324.06
21466,2025-10-29,3701,109,5,4,1513.42,285.9,
21468,2025-09-04,1113,46,9,5,1247.35,,140866.48
21469,2026-01-20,115,71,10,6,530.59,73.36,
21470,2025-04-24,1797,56,15,8,,,145038.44
21471,2025-08-11,718,60,5,12,1829.05,,301696.58
21472,2025-08-01,270,51,10,1,,143.71,326280.95
21473,,1497,37,8,3,1859.64,228.62,314030.5
21475,2025-09-17,744,20,15,1,,9.09,5300.27
21476,2025-05-11,1094,77,15,12,,178.16,
21477,2025-10-02,233,49,8,11,1460.03,156.03,
21478,2025-01-08,1535,34,9,12,284.9,23.47,
21479,2025-12-22,2336,56,2,11,,,
21480,2025-09-17,2849,46,3,1,817.21,,157705.66
21481,2026-02-03,1210,76,11,2,1158.4,,158654.5
21482,2025-02-04,2442,36,5,1,926.73,60.08,
21484,,2716,80,11,7,1142.24,,94251.52
21485,2025-07-09,744,13,2,5,791.85,62.68,
21486,2025-05-13,945,78,1,1,,,15693.78
21487,2025-03-25,1885,3,13,7,,14.67,
21492,2025-01-09,444,4,6,2,1904.2,,
21494,2025-02-02,2077,45,12,3,1568.94,333.77,
21498,2025-09-18,1643,4,10,3,224.01,12.2,
21499,2025-02-14,717,17,1,8,,8.34,13653.92
21508,2025-11-19,648,31,9,7,1588.52,,33248.38
21511,2025-11-10,171,12,3,3,,416.23,71007.88
21513,2025-05-21,938,38,6,6,1279.14,,39061.02
21514,2025-08-14,2187,59,14,12,920.72,59.19,
21516,2025-10-03,514,52,2,9,,261.52,89011.44
21518,2025-12-09,518,73,15,8,1699.46,,127934.15
21520,,463,51,14,5,458.81,29.1,67678.15
21521,2025-06-23,2181,49,6,3,,173.13,158528.65
21522,,221,12,12,9,,153.2,370400.67
21523,2025-05-20,342,6,11,3,,39.1,24612.87
21527,2025-08-31,701,77,6,8,879.39,,23357.05
21528,2025-06-02,2296,58,8,6,,80.18,
21529,2025-01-07,2632,45,12,3,,,
21531,2025-05-22,2817,45,7,11,554.41,,
21534,,626,29,4,9,1476.43,262.76,214264.24
21536,,2727,36,3,10,447.57,47.56,87198.05
21537,2025-06-01,1022,8,10,12,1342.07,235.76,
21538,2025-04-08,2461,26,10,8,898.98,175.83,
21539,2025-12-30,644,16,9,2,,195.29,
21541,2025-10-17,2128,78,1,4,1251.76,,48113.27
21543,2025-09-09,744,23,10,5,,,286514.42
21545,2025-09-13,1602,26,12,8,1479.05,,41832.83
21547,2025-01-14,1139,24,5,8,,291.81,196656.66
21548,2025-11-25,830,19,7,10,,,41053.41
21549,2025-11-01,2956,29,4,4,1754.93,,92870.58
21552,,1341,64,12,11,1824.44,216.48,189057.25
21554,2025-01-23,86,71,7,1,1028.35,233.4,
21555,2025-06-18,1617,104,9,7,,108.88,169321.24
21559,,1643,15,3,2,1992.93,182.01,220437.7
21562,2025-10-19,1691,58,8,9,374.27,75.25,
21563,2026-01-13,533,76,3,9,475.83,,92657.14
21564,2026-02-16,2487,26,6,7,0.0,,94384.55
21567,2025-12-23,5,16,12,7,719.25,,
21568,2025-07-30,1505,65,1,3,,59.13,47042.75
21569,2026-01-04,1819,34,13,11,,8.5,8181.82
21570,2025-06-21,1373,19,12,2,,71.17,134226.8
21571,2025-04-14,978,75,7,1,,307.08,198281.73
21572,2025-02-05,1708,22,2,1,1169.58,,221796.72
21574,,612,47,11,5,1144.41,202.38,
21577,2025-12-19,716,42,5,4,68.33,12.06,
21578,,659,75,14,11,,,266902.59
21583,,3550,10,1,10,1888.83,,266951.14
21584,,2664,78,14,9,652.22,101.27,16437.43
21587,2026-01-27,1531,54,8,3,206.96,337.31,
21592,2025-09-25,2349,7,2,5,-557.15,,27165.39
21593,2025-07-10,2159,63,7,4,,77.16,56194.77
21594,,1939,63,1,12,216.97,,
21595,2025-04-02,1942,68,5,6,1440.21,,268250.37
21596,2025-04-17,2832,80,1,1,1122.52,,154357.03
21597,2025-05-23,1358,8,14,12,515.74,74.8,
21599,2025-05-03,47,40,11,8,611.5,,75970.71
21600,2025-09-05,1175,71,8,1,802.72,,
21602,2025-03-09,2099,55,4,2,1607.56,,168073.63
21603,2025-09-17,533,73,5,3,,312.42,
21604,2025-03-24,2407,58,10,1,,72.41,19542.3
21608,2025-04-16,1872,69,2,2,,,29080.26
21612,2025-01-06,1923,2,2,4,1028.09,,52224.23
21615,2026-07-02,718,19,13,3,376.49,,35631.53
21616,2025-06-26,1123,78,12,11,273.6,,36570.0
21617,2025-07-25,2203,40,1,7,516.44,79.41,
21618,2025-08-19,1842,11,14,11,741.77,156.28,
21619,2025-05-03,1551,44,10,11,,267.92,87257.81
21621,2026-02-19,2231,32,4,12,394.93,,58329.2
21622,2025-12-18,1447,57,5,6,,190.78,34554.6
21623,2025-05-15,850,69,7,8,,,212588.65
21624,,1181,59,12,7,202.94,41.0,18149.99
21625,2025-03-31,2092,51,11,12,150.77,,4418.33
21626,2025-05-08,2718,77,4,3,,194.86,
21627,2025-09-03,1403,60,14,9,,79.6,
21632,2025-11-29,128,35,5,9,1136.73,,68350.48
21633,2025-01-01,2798,10,4,11,,238.3,200182.3
21634,2025-08-06,258,48,11,12,,36.95,65190.12
21635,2025-06-10,1671,66,1,11,,51.67,27138.83
21636,2025-10-19,1037,35,6,2,,98.24,130943.49
21637,2025-12-11,1263,70,9,6,1873.68,175.05,
21644,2025-05-04,2445,42,4,9,1655.86,195.53,
21645,2025-05-13,135,99,15,8,1632.62,134.68,
21646,2025-06-15,1637,38,13,10,245.43,,12565.39
21647,,815,51,2,1,932.65,85.82,
21648,2025-06-10,1969,25,15,1,1740.58,429.7,
21649,2025-11-24,1640,5,11,3,,97.85,107091.84
